Source,Target,Type,Id,Label,Weight
365123,458358,Undirected,2999,,1
127560,52740,Undirected,3000,,1
127560,239327,Undirected,3001,,1
127560,343075,Undirected,3002,,1
127560,445311,Undirected,3003,,1
334410,68409,Undirected,3004,,1
221771,74444,Undirected,3005,,1
221771,482279,Undirected,3006,,1
221771,509343,Undirected,3007,,1
221771,521714,Undirected,3008,,1
25166,482279,Undirected,3009,,1
262736,84933,Undirected,3010,,1
262736,183095,Undirected,3011,,1
199250,6059,Undirected,3012,,1
199250,230494,Undirected,3013,,1
199250,541654,Undirected,3014,,1
350802,78862,Undirected,3015,,1
350802,210425,Undirected,3016,,1
350802,222939,Undirected,3017,,1
180819,161622,Undirected,3018,,1
180819,175102,Undirected,3019,,1
180819,193522,Undirected,3020,,1
281173,93655,Undirected,3021,,1
281173,335795,Undirected,3022,,1
281173,382215,Undirected,3023,,1
76370,426630,Undirected,3024,,1
76370,458358,Undirected,3025,,1
164441,37981,Undirected,3026,,1
164441,458358,Undirected,3027,,1
164441,491463,Undirected,3028,,1
148058,458358,Undirected,3029,,1
158306,70937,Undirected,3030,,1
158306,130258,Undirected,3031,,1
158306,151058,Undirected,3032,,1
158306,210919,Undirected,3033,,1
158306,213814,Undirected,3034,,1
158306,321151,Undirected,3035,,1
477795,242928,Undirected,3036,,1
477795,351977,Undirected,3037,,1
477795,386696,Undirected,3038,,1
477795,418567,Undirected,3039,,1
475747,130718,Undirected,3040,,1
262757,87301,Undirected,3041,,1
262757,109245,Undirected,3042,,1
262757,146598,Undirected,3043,,1
262757,399062,Undirected,3044,,1
262757,448376,Undirected,3045,,1
307811,38365,Undirected,3046,,1
160359,60229,Undirected,3047,,1
160359,175102,Undirected,3048,,1
180834,38365,Undirected,3049,,1
180834,57240,Undirected,3050,,1
180834,146598,Undirected,3051,,1
180834,521221,Undirected,3052,,1
66156,34599,Undirected,3053,,1
66156,173288,Undirected,3054,,1
66156,175102,Undirected,3055,,1
66156,214595,Undirected,3056,,1
66156,417729,Undirected,3057,,1
66156,458358,Undirected,3058,,1
66156,473053,Undirected,3059,,1
66156,488075,Undirected,3060,,1
121454,5625,Undirected,3061,,1
121454,21582,Undirected,3062,,1
121454,72378,Undirected,3063,,1
121454,138688,Undirected,3064,,1
121454,320149,Undirected,3065,,1
121454,359378,Undirected,3066,,1
121454,425605,Undirected,3067,,1
121454,531315,Undirected,3068,,1
316015,38365,Undirected,3069,,1
453233,458358,Undirected,3070,,1
475764,38365,Undirected,3071,,1
475764,56709,Undirected,3072,,1
475764,458358,Undirected,3073,,1
332405,458358,Undirected,3074,,1
135801,30049,Undirected,3075,,1
135801,184203,Undirected,3076,,1
135801,285769,Undirected,3077,,1
135801,297964,Undirected,3078,,1
459387,38365,Undirected,3079,,1
459387,187930,Undirected,3080,,1
346747,271279,Undirected,3081,,1
346747,458358,Undirected,3082,,1
348159,458358,Undirected,3083,,1
148098,33510,Undirected,3084,,1
148098,306602,Undirected,3085,,1
148098,323174,Undirected,3086,,1
148098,333635,Undirected,3087,,1
191107,521221,Undirected,3088,,1
191107,529935,Undirected,3089,,1
426630,216944,Undirected,3090,,1
426630,286363,Undirected,3091,,1
426630,458358,Undirected,3092,,1
426630,498702,Undirected,3093,,1
426630,509376,Undirected,3094,,1
488075,38365,Undirected,3095,,1
488075,372584,Undirected,3096,,1
266894,521221,Undirected,3097,,1
309903,235204,Undirected,3098,,1
309903,252645,Undirected,3099,,1
301711,391039,Undirected,3100,,1
301711,458358,Undirected,3101,,1
195216,87177,Undirected,3102,,1
195216,458358,Undirected,3103,,1
391825,375928,Undirected,3104,,1
391825,431149,Undirected,3105,,1
215697,50870,Undirected,3106,,1
215697,130718,Undirected,3107,,1
215697,399102,Undirected,3108,,1
53907,298058,Undirected,3109,,1
320149,21582,Undirected,3110,,1
320149,72378,Undirected,3111,,1
320149,138688,Undirected,3112,,1
320149,425605,Undirected,3113,,1
522902,37981,Undirected,3114,,1
522902,413268,Undirected,3115,,1
522902,458358,Undirected,3116,,1
434840,175102,Undirected,3117,,1
434840,193522,Undirected,3118,,1
170649,76884,Undirected,3119,,1
170649,101539,Undirected,3120,,1
170649,171597,Undirected,3121,,1
170649,222939,Undirected,3122,,1
170649,396040,Undirected,3123,,1
268953,38365,Undirected,3124,,1
184987,38365,Undirected,3125,,1
184987,498702,Undirected,3126,,1
293532,30049,Undirected,3127,,1
293532,110214,Undirected,3128,,1
397980,38365,Undirected,3129,,1
397980,150570,Undirected,3130,,1
397980,417518,Undirected,3131,,1
397980,454206,Undirected,3132,,1
88739,130687,Undirected,3133,,1
88739,335795,Undirected,3134,,1
88739,414755,Undirected,3135,,1
486056,1843,Undirected,3136,,1
486056,175102,Undirected,3137,,1
486056,458358,Undirected,3138,,1
123563,47014,Undirected,3139,,1
123563,337603,Undirected,3140,,1
123563,494258,Undirected,3141,,1
123563,532301,Undirected,3142,,1
459438,527802,Undirected,3143,,1
27310,222074,Undirected,3144,,1
27310,458358,Undirected,3145,,1
254639,458358,Undirected,3146,,1
195249,24045,Undirected,3147,,1
195249,374569,Undirected,3148,,1
494258,47014,Undirected,3149,,1
215730,48770,Undirected,3150,,1
215730,521666,Undirected,3151,,1
123573,56949,Undirected,3152,,1
123573,258008,Undirected,3153,,1
123573,306602,Undirected,3154,,1
123573,399102,Undirected,3155,,1
123573,448301,Undirected,3156,,1
123573,495305,Undirected,3157,,1
123573,504782,Undirected,3158,,1
123573,523701,Undirected,3159,,1
98996,30049,Undirected,3160,,1
197303,50756,Undirected,3161,,1
197303,87226,Undirected,3162,,1
197303,159604,Undirected,3163,,1
197303,230200,Undirected,3164,,1
197303,445311,Undirected,3165,,1
64181,108525,Undirected,3166,,1
64181,458358,Undirected,3167,,1
293561,458358,Undirected,3168,,1
72378,5092,Undirected,3169,,1
72378,5625,Undirected,3170,,1
72378,21582,Undirected,3171,,1
72378,138688,Undirected,3172,,1
72378,218210,Undirected,3173,,1
72378,359378,Undirected,3174,,1
72378,425605,Undirected,3175,,1
72378,531315,Undirected,3176,,1
524987,29923,Undirected,3177,,1
524987,35947,Undirected,3178,,1
524987,118368,Undirected,3179,,1
524987,125649,Undirected,3180,,1
524987,298749,Undirected,3181,,1
524987,335717,Undirected,3182,,1
524987,489457,Undirected,3183,,1
524987,510993,Undirected,3184,,1
109245,230494,Undirected,3185,,1
109245,306687,Undirected,3186,,1
109245,448376,Undirected,3187,,1
109245,527657,Undirected,3188,,1
395965,38365,Undirected,3189,,1
522942,34599,Undirected,3190,,1
522942,458358,Undirected,3191,,1
522942,462632,Undirected,3192,,1
328387,117827,Undirected,3193,,1
328387,159343,Undirected,3194,,1
328387,306602,Undirected,3195,,1
279236,75678,Undirected,3196,,1
279236,222074,Undirected,3197,,1
279236,458358,Undirected,3198,,1
279236,498702,Undirected,3199,,1
189126,38365,Undirected,3200,,1
189126,298562,Undirected,3201,,1
189126,458358,Undirected,3202,,1
531142,38365,Undirected,3203,,1
531142,175102,Undirected,3204,,1
531142,458358,Undirected,3205,,1
375495,175102,Undirected,3206,,1
96969,38365,Undirected,3207,,1
96969,458358,Undirected,3208,,1
332486,460709,Undirected,3209,,1
332486,473835,Undirected,3210,,1
332486,521221,Undirected,3211,,1
213707,409277,Undirected,3212,,1
74444,400348,Undirected,3213,,1
58064,13438,Undirected,3214,,1
58064,24139,Undirected,3215,,1
58064,448376,Undirected,3216,,1
58064,527657,Undirected,3217,,1
125649,335717,Undirected,3218,,1
125649,489457,Undirected,3219,,1
449234,37981,Undirected,3220,,1
449234,264950,Undirected,3221,,1
449234,289794,Undirected,3222,,1
449234,290770,Undirected,3223,,1
449234,372196,Undirected,3224,,1
449234,458358,Undirected,3225,,1
533203,458358,Undirected,3226,,1
211669,24139,Undirected,3227,,1
211669,302579,Undirected,3228,,1
211669,390903,Undirected,3229,,1
211669,498702,Undirected,3230,,1
449238,306602,Undirected,3231,,1
449238,323174,Undirected,3232,,1
449238,399102,Undirected,3233,,1
244441,37981,Undirected,3234,,1
244441,458358,Undirected,3235,,1
152287,13438,Undirected,3236,,1
152287,252943,Undirected,3237,,1
389855,128754,Undirected,3238,,1
389855,161455,Undirected,3239,,1
350949,3032,Undirected,3240,,1
350949,27965,Undirected,3241,,1
350949,50756,Undirected,3242,,1
350949,83246,Undirected,3243,,1
350949,115834,Undirected,3244,,1
350949,239327,Undirected,3245,,1
350949,314521,Undirected,3246,,1
350949,332832,Undirected,3247,,1
350949,333635,Undirected,3248,,1
350949,358149,Undirected,3249,,1
350949,399102,Undirected,3250,,1
350949,482960,Undirected,3251,,1
350949,495305,Undirected,3252,,1
361190,251046,Undirected,3253,,1
252645,7242,Undirected,3254,,1
252645,45013,Undirected,3255,,1
252645,89646,Undirected,3256,,1
252645,164649,Undirected,3257,,1
252645,171466,Undirected,3258,,1
252645,202176,Undirected,3259,,1
252645,216448,Undirected,3260,,1
252645,235204,Undirected,3261,,1
252645,417058,Undirected,3262,,1
449256,48190,Undirected,3263,,1
449256,50835,Undirected,3264,,1
449256,87226,Undirected,3265,,1
449256,445311,Undirected,3266,,1
33510,306602,Undirected,3267,,1
33510,314521,Undirected,3268,,1
33510,323174,Undirected,3269,,1
33510,399102,Undirected,3270,,1
33510,448301,Undirected,3271,,1
164581,17358,Undirected,3272,,1
164581,30049,Undirected,3273,,1
164581,110214,Undirected,3274,,1
164581,118000,Undirected,3275,,1
164581,167496,Undirected,3276,,1
518887,38365,Undirected,3277,,1
518887,123777,Undirected,3278,,1
518887,349978,Undirected,3279,,1
496364,335717,Undirected,3280,,1
496364,489457,Undirected,3281,,1
492269,38365,Undirected,3282,,1
492269,462312,Undirected,3283,,1
492269,493107,Undirected,3284,,1
492269,498702,Undirected,3285,,1
236270,458358,Undirected,3286,,1
477926,458358,Undirected,3287,,1
473835,282163,Undirected,3288,,1
473835,460709,Undirected,3289,,1
473835,472271,Undirected,3290,,1
473835,521221,Undirected,3291,,1
54001,37981,Undirected,3292,,1
54001,458358,Undirected,3293,,1
82677,48190,Undirected,3294,,1
82677,441577,Undirected,3295,,1
264950,458358,Undirected,3296,,1
516857,222939,Undirected,3297,,1
516857,312632,Undirected,3298,,1
436988,458358,Undirected,3299,,1
334590,458358,Undirected,3300,,1
150271,386723,Undirected,3301,,1
150271,458358,Undirected,3302,,1
150271,498702,Undirected,3303,,1
285440,214319,Undirected,3304,,1
285440,399102,Undirected,3305,,1
267009,128754,Undirected,3306,,1
252672,38365,Undirected,3307,,1
252672,329659,Undirected,3308,,1
252672,372353,Undirected,3309,,1
252672,458358,Undirected,3310,,1
340738,521221,Undirected,3311,,1
199428,431174,Undirected,3312,,1
199428,458358,Undirected,3313,,1
23302,68409,Undirected,3314,,1
23302,456480,Undirected,3315,,1
23302,490271,Undirected,3316,,1
418567,242928,Undirected,3317,,1
418567,351977,Undirected,3318,,1
396040,101539,Undirected,3319,,1
396040,222939,Undirected,3320,,1
396040,441404,Undirected,3321,,1
776,38365,Undirected,3322,,1
15117,419373,Undirected,3323,,1
443151,277301,Undirected,3324,,1
275218,15209,Undirected,3325,,1
275218,38365,Undirected,3326,,1
277276,76884,Undirected,3327,,1
277276,101539,Undirected,3328,,1
277276,222939,Undirected,3329,,1
277276,441404,Undirected,3330,,1
353053,335795,Undirected,3331,,1
434974,38365,Undirected,3332,,1
434974,146598,Undirected,3333,,1
434974,187308,Undirected,3334,,1
490271,68409,Undirected,3335,,1
490271,456480,Undirected,3336,,1
164649,7242,Undirected,3337,,1
164649,156600,Undirected,3338,,1
164649,253450,Undirected,3339,,1
164649,399284,Undirected,3340,,1
23340,13438,Undirected,3341,,1
23340,452564,Undirected,3342,,1
295725,161443,Undirected,3343,,1
486191,38365,Undirected,3344,,1
486191,472453,Undirected,3345,,1
486191,493107,Undirected,3346,,1
377648,38365,Undirected,3347,,1
377648,284646,Undirected,3348,,1
154417,47014,Undirected,3349,,1
154417,337603,Undirected,3350,,1
465711,458358,Undirected,3351,,1
439091,138688,Undirected,3352,,1
277301,27965,Undirected,3353,,1
213814,130258,Undirected,3354,,1
213814,151058,Undirected,3355,,1
213814,210919,Undirected,3356,,1
213814,321151,Undirected,3357,,1
213814,497127,Undirected,3358,,1
183095,24139,Undirected,3359,,1
183095,84933,Undirected,3360,,1
183095,148471,Undirected,3361,,1
183095,267474,Undirected,3362,,1
183095,336915,Undirected,3363,,1
68409,48770,Undirected,3364,,1
68409,107872,Undirected,3365,,1
68409,161550,Undirected,3366,,1
68409,166987,Undirected,3367,,1
68409,255144,Undirected,3368,,1
68409,255905,Undirected,3369,,1
68409,281725,Undirected,3370,,1
68409,299962,Undirected,3371,,1
68409,310932,Undirected,3372,,1
68409,370160,Undirected,3373,,1
68409,406599,Undirected,3374,,1
68409,456480,Undirected,3375,,1
68409,521666,Undirected,3376,,1
56118,30049,Undirected,3377,,1
25402,38365,Undirected,3378,,1
25402,236501,Undirected,3379,,1
25402,458358,Undirected,3380,,1
88885,38365,Undirected,3381,,1
88885,458358,Undirected,3382,,1
88885,475968,Undirected,3383,,1
64317,36279,Undirected,3384,,1
64317,113815,Undirected,3385,,1
64317,247762,Undirected,3386,,1
80701,1843,Undirected,3387,,1
80701,458358,Undirected,3388,,1
230200,159604,Undirected,3389,,1
230200,166784,Undirected,3390,,1
475968,95281,Undirected,3391,,1
475968,279493,Undirected,3392,,1
475968,316487,Undirected,3393,,1
475968,415102,Undirected,3394,,1
475968,442091,Undirected,3395,,1
475968,458358,Undirected,3396,,1
60229,87329,Undirected,3397,,1
60229,95637,Undirected,3398,,1
60229,175102,Undirected,3399,,1
60229,458358,Undirected,3400,,1
273226,38365,Undirected,3401,,1
486223,3032,Undirected,3402,,1
486223,44601,Undirected,3403,,1
486223,258008,Undirected,3404,,1
486223,390310,Undirected,3405,,1
412508,38365,Undirected,3406,,1
15201,175102,Undirected,3407,,1
15201,462312,Undirected,3408,,1
457573,37981,Undirected,3409,,1
457573,413268,Undirected,3410,,1
457573,458358,Undirected,3411,,1
457573,491463,Undirected,3412,,1
222054,222939,Undirected,3413,,1
248679,458358,Undirected,3414,,1
547692,115629,Undirected,3415,,1
547692,253667,Undirected,3416,,1
547692,366155,Undirected,3417,,1
531315,5625,Undirected,3418,,1
531315,9822,Undirected,3419,,1
531315,11806,Undirected,3420,,1
531315,138688,Undirected,3421,,1
531315,425605,Undirected,3422,,1
222074,290770,Undirected,3423,,1
222074,340880,Undirected,3424,,1
222074,361509,Undirected,3425,,1
222074,414989,Undirected,3426,,1
222074,458358,Undirected,3427,,1
445311,1842,Undirected,3428,,1
445311,48190,Undirected,3429,,1
445311,50756,Undirected,3430,,1
445311,50835,Undirected,3431,,1
445311,87226,Undirected,3432,,1
445311,159604,Undirected,3433,,1
123777,7153,Undirected,3434,,1
123777,40504,Undirected,3435,,1
123777,136549,Undirected,3436,,1
123777,225232,Undirected,3437,,1
123777,237364,Undirected,3438,,1
123777,392722,Undirected,3439,,1
123777,458358,Undirected,3440,,1
506759,136126,Undirected,3441,,1
506759,458358,Undirected,3442,,1
371598,458358,Undirected,3443,,1
455567,161443,Undirected,3444,,1
455567,224443,Undirected,3445,,1
455567,242928,Undirected,3446,,1
455567,351977,Undirected,3447,,1
455567,511715,Undirected,3448,,1
340880,175102,Undirected,3449,,1
164754,38365,Undirected,3450,,1
312211,220714,Undirected,3451,,1
312211,230494,Undirected,3452,,1
312211,285615,Undirected,3453,,1
312211,509665,Undirected,3454,,1
396179,175102,Undirected,3455,,1
396179,431174,Undirected,3456,,1
396179,458358,Undirected,3457,,1
396179,498702,Undirected,3458,,1
471961,175102,Undirected,3459,,1
410522,431174,Undirected,3460,,1
410522,458358,Undirected,3461,,1
297888,130718,Undirected,3462,,1
238500,1302,Undirected,3463,,1
238500,107652,Undirected,3464,,1
238500,214595,Undirected,3465,,1
238500,420956,Undirected,3466,,1
238500,458358,Undirected,3467,,1
238500,499463,Undirected,3468,,1
146343,38365,Undirected,3469,,1
146343,175102,Undirected,3470,,1
146343,458358,Undirected,3471,,1
541607,214595,Undirected,3472,,1
541607,458358,Undirected,3473,,1
541607,498702,Undirected,3474,,1
187308,36000,Undirected,3475,,1
187308,38365,Undirected,3476,,1
187308,146598,Undirected,3477,,1
115629,253667,Undirected,3478,,1
115629,366155,Undirected,3479,,1
283564,175102,Undirected,3480,,1
283564,458358,Undirected,3481,,1
285615,220714,Undirected,3482,,1
285615,509665,Undirected,3483,,1
271279,37981,Undirected,3484,,1
271279,458358,Undirected,3485,,1
453549,386723,Undirected,3486,,1
453549,458358,Undirected,3487,,1
418742,175102,Undirected,3488,,1
418742,307000,Undirected,3489,,1
156600,38365,Undirected,3490,,1
156600,57240,Undirected,3491,,1
156600,521221,Undirected,3492,,1
136126,458358,Undirected,3493,,1
84933,107872,Undirected,3494,,1
279493,95281,Undirected,3495,,1
279493,120547,Undirected,3496,,1
279493,458358,Undirected,3497,,1
134087,458358,Undirected,3498,,1
39878,87226,Undirected,3499,,1
504782,56949,Undirected,3500,,1
504782,284519,Undirected,3501,,1
504782,306602,Undirected,3502,,1
504782,460081,Undirected,3503,,1
17358,30049,Undirected,3504,,1
447440,38365,Undirected,3505,,1
447440,136549,Undirected,3506,,1
447440,462312,Undirected,3507,,1
359378,138688,Undirected,3508,,1
359378,425605,Undirected,3509,,1
492499,175102,Undirected,3510,,1
236501,38365,Undirected,3511,,1
236501,214179,Undirected,3512,,1
236501,248938,Undirected,3513,,1
236501,458358,Undirected,3514,,1
236501,483327,Undirected,3515,,1
236501,505717,Undirected,3516,,1
23511,161550,Undirected,3517,,1
23511,166987,Undirected,3518,,1
23511,521666,Undirected,3519,,1
3032,15715,Undirected,3520,,1
3032,27965,Undirected,3521,,1
3032,229263,Undirected,3522,,1
3032,306602,Undirected,3523,,1
3032,374569,Undirected,3524,,1
3032,380862,Undirected,3525,,1
3032,399102,Undirected,3526,,1
3032,518048,Undirected,3527,,1
3032,539801,Undirected,3528,,1
166875,38365,Undirected,3529,,1
166875,439836,Undirected,3530,,1
166875,472453,Undirected,3531,,1
400348,482279,Undirected,3532,,1
99292,30049,Undirected,3533,,1
347105,28437,Undirected,3534,,1
347105,285752,Undirected,3535,,1
347105,310932,Undirected,3536,,1
347105,312823,Undirected,3537,,1
347105,474616,Undirected,3538,,1
5092,138688,Undirected,3539,,1
5092,243601,Undirected,3540,,1
482279,9338,Undirected,3541,,1
482279,335795,Undirected,3542,,1
420839,392722,Undirected,3543,,1
420839,458358,Undirected,3544,,1
541675,458358,Undirected,3545,,1
297964,30049,Undirected,3546,,1
297964,184203,Undirected,3547,,1
297964,285769,Undirected,3548,,1
297964,328968,Undirected,3549,,1
68588,458358,Undirected,3550,,1
7153,458358,Undirected,3551,,1
193522,48994,Undirected,3552,,1
193522,146598,Undirected,3553,,1
193522,175102,Undirected,3554,,1
193522,458358,Undirected,3555,,1
308220,19975,Undirected,3556,,1
308220,494809,Undirected,3557,,1
218109,130687,Undirected,3558,,1
218109,335795,Undirected,3559,,1
218109,414755,Undirected,3560,,1
175102,24139,Undirected,3561,,1
175102,35845,Undirected,3562,,1
175102,42567,Undirected,3563,,1
175102,44125,Undirected,3564,,1
175102,44453,Undirected,3565,,1
175102,67463,Undirected,3566,,1
175102,87329,Undirected,3567,,1
175102,138602,Undirected,3568,,1
175102,150570,Undirected,3569,,1
175102,161622,Undirected,3570,,1
175102,184268,Undirected,3571,,1
175102,186299,Undirected,3572,,1
175102,187930,Undirected,3573,,1
175102,189858,Undirected,3574,,1
175102,190368,Undirected,3575,,1
175102,198487,Undirected,3576,,1
175102,206285,Undirected,3577,,1
175102,214179,Undirected,3578,,1
175102,219106,Undirected,3579,,1
175102,234657,Undirected,3580,,1
175102,235237,Undirected,3581,,1
175102,261552,Undirected,3582,,1
175102,265746,Undirected,3583,,1
175102,275577,Undirected,3584,,1
175102,296569,Undirected,3585,,1
175102,298562,Undirected,3586,,1
175102,347772,Undirected,3587,,1
175102,368255,Undirected,3588,,1
175102,370488,Undirected,3589,,1
175102,372584,Undirected,3590,,1
175102,384659,Undirected,3591,,1
175102,396395,Undirected,3592,,1
175102,414989,Undirected,3593,,1
175102,417518,Undirected,3594,,1
175102,419280,Undirected,3595,,1
175102,420938,Undirected,3596,,1
175102,421466,Undirected,3597,,1
175102,431448,Undirected,3598,,1
175102,431827,Undirected,3599,,1
175102,439894,Undirected,3600,,1
175102,443649,Undirected,3601,,1
175102,445816,Undirected,3602,,1
175102,458358,Undirected,3603,,1
175102,462312,Undirected,3604,,1
175102,462447,Undirected,3605,,1
175102,462632,Undirected,3606,,1
175102,478737,Undirected,3607,,1
175102,493107,Undirected,3608,,1
175102,495239,Undirected,3609,,1
175102,498702,Undirected,3610,,1
175102,499014,Undirected,3611,,1
175102,511430,Undirected,3612,,1
175102,525469,Undirected,3613,,1
289794,458358,Undirected,3614,,1
400387,36000,Undirected,3615,,1
400387,38365,Undirected,3616,,1
68611,458358,Undirected,3617,,1
521221,32352,Undirected,3618,,1
521221,48893,Undirected,3619,,1
521221,48978,Undirected,3620,,1
521221,57240,Undirected,3621,,1
521221,62696,Undirected,3622,,1
521221,105661,Undirected,3623,,1
521221,118070,Undirected,3624,,1
521221,120495,Undirected,3625,,1
521221,122548,Undirected,3626,,1
521221,137015,Undirected,3627,,1
521221,177553,Undirected,3628,,1
521221,202176,Undirected,3629,,1
521221,253450,Undirected,3630,,1
521221,282163,Undirected,3631,,1
521221,298970,Undirected,3632,,1
521221,349978,Undirected,3633,,1
521221,353877,Undirected,3634,,1
521221,417058,Undirected,3635,,1
521221,443411,Undirected,3636,,1
521221,446241,Undirected,3637,,1
521221,460709,Undirected,3638,,1
521221,472271,Undirected,3639,,1
521221,479017,Undirected,3640,,1
521221,524284,Undirected,3641,,1
521221,529935,Undirected,3642,,1
521221,538551,Undirected,3643,,1
35845,439836,Undirected,3644,,1
35845,493107,Undirected,3645,,1
111624,38365,Undirected,3646,,1
111624,108525,Undirected,3647,,1
111624,204773,Undirected,3648,,1
111624,458358,Undirected,3649,,1
111624,498702,Undirected,3650,,1
13325,130687,Undirected,3651,,1
13325,335795,Undirected,3652,,1
13325,414755,Undirected,3653,,1
345102,138688,Undirected,3654,,1
78862,222939,Undirected,3655,,1
252943,230682,Undirected,3656,,1
510993,118368,Undirected,3657,,1
510993,489457,Undirected,3658,,1
498702,34599,Undirected,3659,,1
498702,35910,Undirected,3660,,1
498702,38365,Undirected,3661,,1
498702,40504,Undirected,3662,,1
498702,44453,Undirected,3663,,1
498702,50279,Undirected,3664,,1
498702,116673,Undirected,3665,,1
498702,147286,Undirected,3666,,1
498702,150570,Undirected,3667,,1
498702,176009,Undirected,3668,,1
498702,204773,Undirected,3669,,1
498702,214179,Undirected,3670,,1
498702,219106,Undirected,3671,,1
498702,225232,Undirected,3672,,1
498702,247755,Undirected,3673,,1
498702,298032,Undirected,3674,,1
498702,302950,Undirected,3675,,1
498702,304468,Undirected,3676,,1
498702,361509,Undirected,3677,,1
498702,370488,Undirected,3678,,1
498702,386723,Undirected,3679,,1
498702,402912,Undirected,3680,,1
498702,431174,Undirected,3681,,1
498702,431827,Undirected,3682,,1
498702,439836,Undirected,3683,,1
498702,458358,Undirected,3684,,1
498702,497048,Undirected,3685,,1
498702,509376,Undirected,3686,,1
336915,267474,Undirected,3687,,1
408589,458358,Undirected,3688,,1
408589,491463,Undirected,3689,,1
379934,128754,Undirected,3690,,1
379934,224443,Undirected,3691,,1
332832,482960,Undirected,3692,,1
414755,130687,Undirected,3693,,1
414755,335795,Undirected,3694,,1
496676,120495,Undirected,3695,,1
496676,146598,Undirected,3696,,1
496676,458358,Undirected,3697,,1
496676,491463,Undirected,3698,,1
361509,458358,Undirected,3699,,1
343075,239327,Undirected,3700,,1
271399,36000,Undirected,3701,,1
271399,38365,Undirected,3702,,1
324648,253667,Undirected,3703,,1
150570,38365,Undirected,3704,,1
396332,48190,Undirected,3705,,1
396332,441577,Undirected,3706,,1
298032,284646,Undirected,3707,,1
298032,458358,Undirected,3708,,1
95281,38365,Undirected,3709,,1
70708,38365,Undirected,3710,,1
377909,35947,Undirected,3711,,1
377909,489457,Undirected,3712,,1
365621,37981,Undirected,3713,,1
365621,317389,Undirected,3714,,1
365621,341435,Undirected,3715,,1
365621,413268,Undirected,3716,,1
365621,458358,Undirected,3717,,1
365621,472827,Undirected,3718,,1
365621,491463,Undirected,3719,,1
470072,15715,Undirected,3720,,1
470072,321151,Undirected,3721,,1
470072,409181,Undirected,3722,,1
285752,28437,Undirected,3723,,1
285752,312823,Undirected,3724,,1
285752,474616,Undirected,3725,,1
113722,458358,Undirected,3726,,1
441404,76884,Undirected,3727,,1
441404,101539,Undirected,3728,,1
441404,163376,Undirected,3729,,1
441404,171597,Undirected,3730,,1
441404,222939,Undirected,3731,,1
441404,224964,Undirected,3732,,1
441404,312632,Undirected,3733,,1
441404,509665,Undirected,3734,,1
48190,50835,Undirected,3735,,1
48190,72813,Undirected,3736,,1
48190,73695,Undirected,3737,,1
48190,308943,Undirected,3738,,1
48190,382420,Undirected,3739,,1
48190,441577,Undirected,3740,,1
48190,521394,Undirected,3741,,1
117827,159343,Undirected,3742,,1
117827,306602,Undirected,3743,,1
35910,38365,Undirected,3744,,1
406599,107872,Undirected,3745,,1
406599,161550,Undirected,3746,,1
406599,166987,Undirected,3747,,1
406599,370160,Undirected,3748,,1
431174,38365,Undirected,3749,,1
431174,214179,Undirected,3750,,1
431174,458358,Undirected,3751,,1
285769,30049,Undirected,3752,,1
298058,474616,Undirected,3753,,1
166987,48770,Undirected,3754,,1
420938,36000,Undirected,3755,,1
420938,146598,Undirected,3756,,1
205901,119903,Undirected,3757,,1
21582,138688,Undirected,3758,,1
21582,425605,Undirected,3759,,1
316487,458358,Undirected,3760,,1
474192,38365,Undirected,3761,,1
439376,458358,Undirected,3762,,1
7242,171466,Undirected,3763,,1
7242,417058,Undirected,3764,,1
76884,85742,Undirected,3765,,1
76884,97672,Undirected,3766,,1
76884,101539,Undirected,3767,,1
76884,171597,Undirected,3768,,1
76884,222939,Undirected,3769,,1
76884,447863,Undirected,3770,,1
76884,460690,Undirected,3771,,1
420956,458358,Undirected,3772,,1
44125,95447,Undirected,3773,,1
44125,187930,Undirected,3774,,1
230494,448376,Undirected,3775,,1
230494,527657,Undirected,3776,,1
37981,8069,Undirected,3777,,1
37981,155388,Undirected,3778,,1
37981,186325,Undirected,3779,,1
37981,196107,Undirected,3780,,1
37981,216944,Undirected,3781,,1
37981,237364,Undirected,3782,,1
37981,247755,Undirected,3783,,1
37981,267899,Undirected,3784,,1
37981,317389,Undirected,3785,,1
37981,341435,Undirected,3786,,1
37981,357778,Undirected,3787,,1
37981,386439,Undirected,3788,,1
37981,392722,Undirected,3789,,1
37981,397062,Undirected,3790,,1
37981,413268,Undirected,3791,,1
37981,430059,Undirected,3792,,1
37981,458358,Undirected,3793,,1
37981,472827,Undirected,3794,,1
37981,491463,Undirected,3795,,1
37981,503573,Undirected,3796,,1
37981,513563,Undirected,3797,,1
37981,542515,Undirected,3798,,1
218210,117993,Undirected,3799,,1
218210,138688,Undirected,3800,,1
486500,38365,Undirected,3801,,1
486500,235237,Undirected,3802,,1
50279,307000,Undirected,3803,,1
50279,458358,Undirected,3804,,1
66665,458358,Undirected,3805,,1
35947,29923,Undirected,3806,,1
35947,489457,Undirected,3807,,1
248938,239205,Undirected,3808,,1
248938,462447,Undirected,3809,,1
72813,382420,Undirected,3810,,1
72813,521394,Undirected,3811,,1
519284,51099,Undirected,3812,,1
519284,214133,Undirected,3813,,1
519284,230841,Undirected,3814,,1
214133,51099,Undirected,3815,,1
214133,230841,Undirected,3816,,1
214133,247604,Undirected,3817,,1
214133,448376,Undirected,3818,,1
214133,509665,Undirected,3819,,1
9338,335795,Undirected,3820,,1
